benchmark_decomp_1D
2, 23.3463, 25.1211, 25.4171, 34.8066
4, 12.9234, 13.5904, 13.6348, 31.3147
8, 6.601, 6.62931, 6.6673, 7.48402
16, 5.45179, 6.47211, 20.6849, 38.652
32, 16.0753, 23.2079, 24.8974, 44.9245

benchmark_weak_128
1, 15.7612, 16.0135, 16.075, 21.8055
2, 9.15142, 9.27174, 9.327, 19.8263
4, 6.72666, 6.76088, 6.77392, 25.9696
8, 6.52816, 6.54995, 6.59635, 8.69244
16, 7.62072, 9.08216, 47.6105, 61.7378
32, 62.2276, 68.1077, 70.1033, 84.0879

benchmark_weak_256
1, 68.5619, 70.2971, 70.4361, 78.4263
2, 40.7054, 40.7709, 40.8162, 48.6203
4, 40.6444, 40.7227, 40.7783, 84.9989
8, 40.3601, 40.4107, 40.4416, 88.7803
16, 40.3622, 40.407, 40.4503, 138.219
32, 226.189, 250.951, 257.796, 288.603

benchmark_weak_448
1, 217.538, 218.074, 218.372, 231.671
2, 191.715, 191.904, 192.017, 192.901
4, 191.721, 191.894, 191.998, 208.76
8, 191.097, 191.248, 191.347, 206.007
16, 239.21, 378.609, 413.424, 497.179
32, 669.527, 720.972, 756.847, 790.985

